filename,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
10a,0.2935044765472412,0.2895975112915039,0.3135824203491211,0.313307523727417,0.37208104133605957,0.37208104133605957,1.7658884525299072,1.4587516784667969,1.4587516784667969,3.729902982711792,3.715996265411377,1.4587516784667969,1.4587516784667969,1.7817332744598389,0.2935044765472412,0.2895975112915039,0.3135824203491211,0.313307523727417,0.37208104133605957,0.37208104133605957,1.7658884525299072,1.4587516784667969,1.4587516784667969,2.7704412937164307,2.8017568588256836,1.4587516784667969,1.4587516784667969,1.7703046798706055,0.2730288505554199,0.2737307548522949,0.3135824203491211,0.313307523727417,0.412020206451416,0.412020206451416,1.7658884525299072,2.82942533493042,2.82942533493042,5.0468738079071045,4.989625930786133,2.9387781620025635,2.9387781620025635,1.7817332744598389,0.2730288505554199,0.2737307548522949,0.3135824203491211,0.313307523727417,0.4102208614349365,0.4102208614349365,1.7658884525299072
10b,0.19951987266540527,0.19951987266540527,0.18966436386108398,0.1915912628173828,0.2074902057647705,0.2074902057647705,1.5105912685394287,1.7668776512145996,1.7668776512145996,2.5522632598876953,2.5528523921966553,1.7668776512145996,1.7668776512145996,1.4991772174835205,0.19951987266540527,0.19951987266540527,0.18966436386108398,0.1915912628173828,0.2074902057647705,0.2074902057647705,1.5105912685394287,1.7668776512145996,1.7668776512145996,3.0525195598602295,3.11625075340271,1.7668776512145996,1.7668776512145996,1.4885303974151611,0.15578317642211914,0.15527963638305664,0.19308137893676758,0.18950486183166504,0.20348525047302246,0.20348525047302246,1.5105912685394287,2.4895949363708496,2.4895949363708496,3.0022008419036865,3.0104851722717285,1.4275188446044922,1.4275188446044922,1.4991772174835205,0.15578317642211914,0.15527963638305664,0.19308137893676758,0.18950486183166504,0.20183873176574707,0.20183873176574707,1.5105912685394287
10c,4.121887445449829,4.121887445449829,4.2352306842803955,4.239356279373169,2.0428128242492676,2.0428128242492676,10.513672590255737,2.0428128242492676,2.0428128242492676,2.8774380683898926,2.8964784145355225,2.0428128242492676,2.0428128242492676,6.3395891189575195,4.121887445449829,4.121887445449829,4.2352306842803955,4.239356279373169,2.0428128242492676,2.0428128242492676,10.513672590255737,2.0428128242492676,2.0428128242492676,3.3542699813842773,3.3619110584259033,2.0428128242492676,2.0428128242492676,13.723262786865234,4.749443531036377,4.807227611541748,5.394156455993652,5.430137395858765,3.258025646209717,3.258025646209717,10.513672590255737,4.301164627075195,4.301164627075195,3.4857702255249023,3.560201406478882,3.7035887241363525,3.7035887241363525,6.3395891189575195,5.211752891540527,5.09726881980896,5.336326599121094,5.133626222610474,1.2749876976013184,1.2749876976013184,10.513672590255737
11a,0.06765198707580566,0.06765198707580566,0.2807650566101074,0.2807650566101074,0.07946515083312988,0.07946515083312988,0.3554344177246094,0.1265087127685547,0.1265087127685547,0.2002851963043213,0.2002851963043213,0.5815138816833496,0.5815138816833496,0.3869364261627197,0.06765198707580566,0.06765198707580566,0.07177066802978516,0.07177066802978516,0.07946515083312988,0.07946515083312988,0.3554344177246094,0.5820503234863281,0.5820503234863281,1.3208789825439453,1.3208789825439453,0.5820503234863281,0.5820503234863281,0.35124683380126953,0.06765198707580566,0.06765198707580566,0.2807650566101074,0.2807650566101074,0.07946515083312988,0.07946515083312988,0.3554344177246094,0.14983749389648438,0.14983749389648438,0.20063495635986328,0.20063495635986328,0.8879902362823486,0.8879902362823486,0.3869364261627197,0.06765198707580566,0.06765198707580566,0.07177066802978516,0.07177066802978516,0.07946515083312988,0.07946515083312988,0.3554344177246094
11b,0.04132246971130371,0.04132246971130371,0.26258206367492676,0.26258206367492676,0.047441959381103516,0.047441959381103516,0.3101620674133301,0.5986289978027344,0.5986289978027344,1.157649278640747,1.157649278640747,0.5550000667572021,0.5550000667572021,0.3654904365539551,0.04132246971130371,0.04132246971130371,0.06685328483581543,0.06685328483581543,0.047441959381103516,0.047441959381103516,0.3101620674133301,0.5551369190216064,0.5551369190216064,1.2315874099731445,1.2315874099731445,0.5551369190216064,0.5551369190216064,0.30745482444763184,0.04132246971130371,0.04132246971130371,0.26258206367492676,0.26258206367492676,0.047441959381103516,0.047441959381103516,0.3101620674133301,0.6295261383056641,0.6295261383056641,1.7331368923187256,1.7331368923187256,0.6865198612213135,0.6865198612213135,0.3654904365539551,0.04132246971130371,0.04132246971130371,0.06685328483581543,0.06685328483581543,0.047441959381103516,0.047441959381103516,0.3101620674133301
11c,1.2148685455322266,1.202664852142334,1.2148685455322266,1.202664852142334,0.18550372123718262,0.18550372123718262,1.958618402481079,0.3907797336578369,0.3907797336578369,0.32520627975463867,0.31820130348205566,0.4961371421813965,0.4961371421813965,0.4376845359802246,0.13920164108276367,0.13920164108276367,0.16569042205810547,0.16513514518737793,0.18550372123718262,0.18550372123718262,1.958618402481079,0.4961371421813965,0.4961371421813965,1.0191984176635742,1.0252301692962646,0.4961371421813965,0.4961371421813965,1.9614388942718506,1.2148685455322266,1.202664852142334,1.2148685455322266,1.202664852142334,0.18550372123718262,0.18550372123718262,1.958618402481079,0.3743932247161865,0.3743932247161865,0.5250780582427979,0.5336523056030273,0.9580683708190918,0.9580683708190918,0.4376845359802246,0.13920164108276367,0.13920164108276367,0.16569042205810547,0.16513514518737793,0.18550372123718262,0.18550372123718262,1.958618402481079
11d,0.14098167419433594,0.14098167419433594,0.15010356903076172,0.15445184707641602,0.1626133918762207,0.1626133918762207,0.45120716094970703,0.13901066780090332,0.13901066780090332,0.146223783493042,0.15128350257873535,0.7343811988830566,0.7343811988830566,0.43163251876831055,0.12193584442138672,0.12193584442138672,0.15182042121887207,0.14780735969543457,0.1626133918762207,0.1626133918762207,0.45120716094970703,0.7343811988830566,0.7343811988830566,1.578881025314331,1.568812370300293,0.7343811988830566,0.7343811988830566,0.448453426361084,0.15010356903076172,0.15445184707641602,0.15010356903076172,0.15445184707641602,0.1626133918762207,0.1626133918762207,0.45120716094970703,0.1344738006591797,0.1344738006591797,0.17264223098754883,0.1742703914642334,1.2270474433898926,1.2270474433898926,0.43163251876831055,0.12193584442138672,0.12193584442138672,0.15182042121887207,0.14780735969543457,0.1626133918762207,0.1626133918762207,0.45120716094970703
12a,0.18779516220092773,0.18779516220092773,0.2943398952484131,0.2943398952484131,0.17349481582641602,0.17349481582641602,0.9454076290130615,1.4125347137451172,1.4125347137451172,3.1274573802948,3.1274573802948,1.4125347137451172,1.4125347137451172,0.9585270881652832,0.18779516220092773,0.18779516220092773,0.2943398952484131,0.2943398952484131,0.17349481582641602,0.17349481582641602,0.9454076290130615,1.4125347137451172,1.4125347137451172,3.3408844470977783,3.3408844470977783,1.4125347137451172,1.4125347137451172,0.9585270881652832,0.1884453296661377,0.1884453296661377,0.2903919219970703,0.2903919219970703,0.178084135055542,0.178084135055542,0.9454076290130615,1.4703924655914307,1.4703924655914307,3.065389633178711,3.065389633178711,1.8061869144439697,1.8061869144439697,0.9585270881652832,0.1884453296661377,0.1884453296661377,0.2903919219970703,0.2903919219970703,0.2496170997619629,0.2496170997619629,0.9454076290130615
12b,0.06167149543762207,0.06167149543762207,0.009150028228759766,0.009150028228759766,0.0589146614074707,0.0589146614074707,0.5455360412597656,1.1930489540100098,1.1930489540100098,2.259489059448242,2.259489059448242,1.1930489540100098,1.1930489540100098,1.4863708019256592,0.06167149543762207,0.06167149543762207,0.009150028228759766,0.009150028228759766,0.0589146614074707,0.0589146614074707,0.5455360412597656,1.1930489540100098,1.1930489540100098,2.385812759399414,2.385812759399414,1.1930489540100098,1.1930489540100098,1.4814791679382324,0.010184764862060547,0.010184764862060547,0.009150028228759766,0.009150028228759766,0.14814257621765137,0.14814257621765137,0.5455360412597656,1.6988530158996582,1.6988530158996582,2.8733835220336914,2.8733835220336914,3.3588316440582275,3.3588316440582275,1.4863708019256592,0.010184764862060547,0.010184764862060547,0.009150028228759766,0.009150028228759766,0.14697861671447754,0.14697861671447754,0.5455360412597656
12c,0.5473878383636475,0.5473878383636475,1.1260647773742676,1.1260647773742676,0.6328966617584229,0.6328966617584229,1.8124337196350098,1.5273106098175049,1.5273106098175049,2.5343503952026367,2.5343503952026367,1.5273106098175049,1.5273106098175049,1.8126120567321777,0.5473878383636475,0.5473878383636475,1.1260647773742676,1.1260647773742676,0.6328966617584229,0.6328966617584229,1.8124337196350098,1.5273106098175049,1.5273106098175049,2.663456678390503,2.663456678390503,1.5273106098175049,1.5273106098175049,1.8126120567321777,0.4217202663421631,0.4217202663421631,1.1042029857635498,1.1042029857635498,1.3424248695373535,1.3424248695373535,1.8124337196350098,2.3876843452453613,2.3876843452453613,3.2633020877838135,3.2633020877838135,1.854743242263794,1.854743242263794,1.8126120567321777,0.43226075172424316,0.43226075172424316,1.1042029857635498,1.1042029857635498,1.3424248695373535,1.3424248695373535,1.8124337196350098
