query_name,cumulative_time,best_runtime
JOB_1A,0.0920293608,0.0920293608
JOB_1A,0.1548879738,0.062858613
JOB_1A,0.1684284246,0.013540450800000001
JOB_1A,0.1815607732,0.0131323486
JOB_1A,0.1946931218,0.0131323486
JOB_1A,0.20782547040000002,0.0131323486
JOB_1A,0.22095781900000003,0.0131323486
JOB_1A,0.23396999120000003,0.0130121722
JOB_1A,0.24698216340000004,0.0130121722
JOB_1A,0.2599943356,0.0130121722
JOB_1A,0.2730065078,0.0130121722
JOB_1A,0.28601868,0.0130121722
JOB_1A,0.29903085220000003,0.0130121722
JOB_1A,0.31204302440000004,0.0130121722
JOB_1A,0.32505519660000004,0.0130121722
JOB_1A,0.33806736880000005,0.0130121722
JOB_1A,0.35107954100000005,0.0130121722
JOB_1A,0.36409171320000006,0.0130121722
JOB_1A,0.37710388540000006,0.0130121722
JOB_1A,0.39011605760000007,0.0130121722
JOB_1A,0.40312822980000007,0.0130121722
JOB_1A,0.4161404020000001,0.0130121722
JOB_1A,0.4291525742000001,0.0130121722
JOB_1A,0.4421647464000001,0.0130121722
JOB_1A,0.4545332496000001,0.0123685032
JOB_1A,0.46690175280000007,0.0123685032
JOB_1A,0.47927025600000006,0.0123685032
JOB_1A,0.49163875920000005,0.0123685032
JOB_1A,0.5037331996000001,0.0120944404
JOB_1A,0.51582764,0.0120944404
JOB_1A,0.5279220804,0.0120944404
JOB_1A,0.5400165208,0.0120944404
JOB_1A,0.5521109611999999,0.0120944404
JOB_1A,0.5642054015999999,0.0120944404
JOB_1A,0.5762998419999998,0.0120944404
JOB_1A,0.5883942823999998,0.0120944404
JOB_1A,0.6004887227999998,0.0120944404
JOB_1A,0.6125831631999997,0.0120944404
JOB_1A,0.6246776035999997,0.0120944404
JOB_1A,0.6367720439999996,0.0120944404
JOB_1A,0.6488664843999996,0.0120944404
JOB_1A,0.6609609247999996,0.0120944404
JOB_1A,0.6730553651999995,0.0120944404
JOB_1A,0.6851498055999995,0.0120944404
JOB_1A,0.6972442459999995,0.0120944404
JOB_1A,0.7093386863999994,0.0120944404
JOB_1A,0.7214331267999994,0.0120944404
JOB_1A,0.7335275671999993,0.0120944404
JOB_1A,0.7456220075999993,0.0120944404
JOB_1A,17.298102939835438,0.0084418468177318
JOB_1B,0.0590411436,0.0590411436
JOB_1B,0.1180822872,0.0590411436
JOB_1B,0.1233565796,0.0052742924
JOB_1B,0.1281169,0.0047603203999999994
JOB_1B,0.1328772204,0.0047603203999999994
JOB_1B,0.1375650686,0.0046878482
JOB_1B,0.14225291680000002,0.0046878482
JOB_1B,0.14694076500000003,0.0046878482
JOB_1B,0.15162861320000004,0.0046878482
JOB_1B,0.15631646140000005,0.0046878482
JOB_1B,0.16100430960000006,0.0046878482
JOB_1B,0.16569215780000007,0.0046878482
JOB_1B,0.17038000600000008,0.0046878482
JOB_1B,0.1750678542000001,0.0046878482
JOB_1B,0.1797557024000001,0.0046878482
JOB_1B,0.18444355060000012,0.0046878482
JOB_1B,0.18913139880000013,0.0046878482
JOB_1B,0.19381924700000014,0.0046878482
JOB_1B,0.19850709520000015,0.0046878482
JOB_1B,0.20319494340000016,0.0046878482
JOB_1B,0.20788279160000017,0.0046878482
